# https://www.iana.org/domains/root/db
.samsung 	generic 	SAMSUNG SDS CO., LTD
.sarl 	generic 	Delta Orchard, LLC
.saxo 	generic 	Saxo Bank A/S
.sb 	country-code 	Solomon Telekom Company Limited
.sc 	country-code 	VCS Pty Ltd
.sca 	generic 	SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ)
.scb 	generic 	The Siam Commercial Bank Public Company Limited ("SCB")
.schmidt 	generic 	SALM S.A.S.
.schule 	generic 	Outer Moon, LLC
.schwarz 	generic 	Schwarz Domains und Services GmbH & Co. KG
.science 	generic 	dot Science Limited
.scot 	generic 	Dot Scot Registry Limited
.sd 	country-code 	Sudan Internet Society
.se 	country-code 	The Internet Infrastructure Foundation
.services 	generic 	Fox Castle, LLC
.sew 	generic 	SEW-EURODRIVE GmbH & Co KG
.sexy 	generic 	Uniregistry, Corp.
.sg 	country-code 	Singapore Network Information Centre (SGNIC) Pte Ltd
.sh 	country-code 	Government of St. Helena
.shiksha 	generic 	Afilias Limited
.shoes 	generic 	Binky Galley, LLC
.shriram 	generic 	Shriram Capital Ltd.
.si 	country-code 	Academic and Research Network of Slovenia (ARNES)
.singles 	generic 	Fern Madison, LLC
.sj 	country-code 	UNINETT Norid A/S
.sk 	country-code 	SK-NIC, a.s.
.sky 	generic 	Sky IP International Ltd, a company incorporated in England and Wales, operating via its registered Swiss branch
.sl 	country-code 	Sierratel
.sm 	country-code 	Telecom Italia San Marino S.p.A.
.sn 	country-code 	Universite Cheikh Anta Diop NIC Senegal
.so 	country-code 	Ministry of Post and Telecommunications
.social 	generic 	United TLD Holdco Ltd.
.software 	generic 	United TLD Holdco, Ltd
.sohu 	generic 	Sohu.com Limited
.solar 	generic 	Ruby Town, LLC
.solutions 	generic 	Silver Cover, LLC
.soy 	generic 	Charleston Road Registry Inc.
.space 	generic 	DotSpace Inc.
.spiegel 	generic 	SPIEGEL-Verlag Rudolf Augstein GmbH & Co. KG
.sr 	country-code 	Telesur
.ss 	country-code 	Not assigned
.st 	country-code 	Tecnisys
.style 	generic 	Binky Moon, LLC
.su 	country-code 	Russian Institute for Development of Public Networks (ROSNIIROS)
.supplies 	generic 	Atomic Fields, LLC
.supply 	generic 	Half Falls, LLC
.support 	generic 	Grand Orchard, LLC
.surf 	generic 	Top Level Domain Holdings Limited
.surgery 	generic 	Tin Avenue, LLC
.suzuki 	generic 	SUZUKI MOTOR CORPORATION
.sv 	country-code 	SVNet
.sx 	country-code 	SX Registry SA B.V.
.sy 	country-code 	National Agency for Network Services (NANS)
.sydney 	generic 	State of New South Wales, Department of Premier and Cabinet
.systems 	generic 	Dash Cypress, LLC
.sz 	country-code 	University of Swaziland Department of Computer Science
.taipei 	generic 	Taipei City Government
.tatar 	generic 	Limited Liability Company "Coordination Center of Regional Domain of Tatarstan Republic"
.tattoo 	generic 	Uniregistry, Corp.
.tax 	generic 	Storm Orchard, LLC
.tc 	country-code 	Melrex TC
.td 	country-code 	Société des télécommunications du Tchad (SOTEL TCHAD)
.technology 	generic 	Auburn Falls, LLC
.tel 	sponsored 	Telnic Ltd.
.temasek 	generic 	Temasek Holdings (Private) Limited
.tennis 	generic 	Cotton Bloom, LLC
.tf 	country-code 	Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
.tg 	country-code 	Cafe Informatique et Telecommunications
.th 	country-code 	Thai Network Information Center Foundation
.tienda 	generic 	Victor Manor, LLC
.tips 	generic 	Corn Willow, LLC
.tires 	generic 	Dog Edge, LLC
.tirol 	generic 	punkt Tirol GmbH
.tj 	country-code 	Information Technology Center
.tk 	country-code 	Telecommunication Tokelau Corporation (Teletok)
.tl 	country-code 	Ministry of Transport and Communications; National Division of Information and Technology
.tm 	country-code 	TM Domain Registry Ltd
.tn 	country-code 	Agence Tunisienne d'Internet
.to 	country-code 	Government of the Kingdom of Tonga H.R.H. Crown Prince Tupouto'a c/o Consulate of Tonga
.today 	generic 	Pearl Woods, LLC
.tokyo 	generic 	GMO Registry, Inc.
.tools 	generic 	Pioneer North, LLC
.top 	generic 	Jiangsu Bangning Science & Technology Co.,Ltd.
.toshiba 	generic 	TOSHIBA Corporation
.town 	generic 	Koko Moon, LLC
.toys 	generic 	Pioneer Orchard, LLC
.tp 	country-code 	-
.tr 	country-code 	Middle East Technical University Department of Computer Engineering
.trade 	generic 	Elite Registry Limited
.training 	generic 	Wild Willow, LLC
.travel 	sponsored 	Tralliance Registry Management Company, LLC.
.trust 	generic 	Artemis Internet Inc
.tt 	country-code 	University of the West Indies Faculty of Engineering
.tui 	generic 	TUI AG
.tv 	country-code 	Ministry of Finance and Tourism
.tw 	country-code 	Taiwan Network Information Center (TWNIC)
.tz 	country-code 	Tanzania Network Information Centre (tzNIC)
.ua 	country-code 	Hostmaster Ltd.
.ug 	country-code 	Uganda Online Ltd.
.uk 	country-code 	Nominet UK
.um 	country-code 	Not assigned
.university 	generic 	Little Station, LLC
.uno 	generic 	Dot Latin LLC
.uol 	generic 	UBN INTERNET LTDA.
.us 	country-code 	NeuStar, Inc.
.uy 	country-code 	SeCIU - Universidad de la Republica
.uz 	country-code 	Computerization and Information Technologies Developing Center UZINFOCOM
.va 	country-code 	Holy See Secretariat of State Department of Telecommunications
.vacations 	generic 	Atomic Tigers, LLC
.vc 	country-code 	Ministry of Telecommunications, Science, Technology and Industry
.ve 	country-code 	Comisión Nacional de Telecomunicaciones (CONATEL)
.vegas 	generic 	Dot Vegas, Inc.
.ventures 	generic 	Binky Lake, LLC
.versicherung 	generic 	dotversicherung-registry GmbH
.vet 	generic 	United TLD Holdco, Ltd
.vg 	country-code 	Telecommunications Regulatory Commission of the Virgin Islands
.vi 	country-code 	Virgin Islands Public Telcommunications System c/o COBEX Internet Services
.viajes 	generic 	Black Madison, LLC
.video 	generic 	United TLD Holdco, Ltd
.villas 	generic 	New Sky, LLC
.vision 	generic 	Koko Station, LLC
.vlaanderen 	generic 	DNS.be vzw
.vn 	country-code 	Ministry of Information and Communications of Socialist Republic of Viet Nam
.vodka 	generic 	Top Level Domain Holdings Limited
.vote 	generic 	Monolith Registry LLC
.voting 	generic 	Valuetainment Corp.
.voto 	generic 	Monolith Registry LLC
.voyage 	generic 	Ruby House, LLC
.vu 	country-code 	Telecom Vanuatu Limited
.wales 	generic 	Nominet UK
.wang 	generic 	Zodiac Registry Limited
.watch 	generic 	Sand Shadow, LLC
.webcam 	generic 	dot Webcam Limited
.website 	generic 	DotWebsite Inc.
.wed 	generic 	Atgron, Inc.
.wedding 	generic 	Top Level Domain Holdings Limited
.wf 	country-code 	Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
.whoswho 	generic 	Who's Who Registry
.wien 	generic 	punkt.wien GmbH
.wiki 	generic 	Top Level Design, LLC
.williamhill 	generic 	William Hill Organization Limited
.wme 	generic 	William Morris Endeavor Entertainment, LLC
.work 	generic 	Top Level Domain Holdings Limited
.works 	generic 	Little Dynamite, LLC
.world 	generic 	Bitter Fields, LLC
.ws 	country-code 	Government of Samoa Ministry of Foreign Affairs & Trade
.wtc 	generic 	World Trade Centers Association, Inc.
.wtf 	generic 	Hidden Way, LLC
.测试 	test 	Internet Assigned Numbers Authority
.परीक्षा 	test 	Internet Assigned Numbers Authority
.佛山 	generic 	Guangzhou YU Wei Information Technology Co., Ltd.
.集团 	generic 	Eagle Horizon Limited
.在线 	generic 	TLD REGISTRY LIMITED
.한국 	country-code 	KISA (Korea Internet & Security Agency)
.ভারত 	country-code 	National Internet Exchange of India
.八卦 	generic 	Zodiac Scorpio Limited
.موقع 	generic 	Suhub Electronic Establishment
.বাংলা 	country-code 	Not assigned
.公益 	generic 	China Organizational Name Administration Center
.公司 	generic 	Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）
.移动 	generic 	Afilias Limited
.我爱你 	generic 	Tycoon Treasure Limited
.москва 	generic 	Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)
.испытание 	test 	Internet Assigned Numbers Authority
.қаз 	country-code 	Association of IT Companies of Kazakhstan
.онлайн 	generic 	CORE Association
.сайт 	generic 	CORE Association
.срб 	country-code 	Serbian National Internet Domain Registry (RNIDS)
.бел 	country-code 	Reliable Software Inc.
.테스트 	test 	Internet Assigned Numbers Authority
.淡马锡 	generic 	Temasek Holdings (Private) Limited
.орг 	generic 	Public Interest Registry
.삼성 	generic 	SAMSUNG SDS CO., LTD
.சிங்கப்பூர் 	country-code 	Singapore Network Information Centre (SGNIC) Pte Ltd
.商标 	generic 	HU YI GLOBAL INFORMATION RESOURCES(HOLDING) COMPANY.HONGKONG LIMITED
.商店 	generic 	Wild Island, LLC
.商城 	generic 	Zodiac Aquarius Limited
.дети 	generic 	The Foundation for Network Initiatives “The Smart Internet”
.мкд 	country-code 	Macedonian Academic Research Network Skopje
.טעסט 	test 	Internet Assigned Numbers Authority
.中文网 	generic 	TLD REGISTRY LIMITED
.中信 	generic 	CITIC Group Corporation
.中国 	country-code 	China Internet Network Information Center
.中國 	country-code 	China Internet Network Information Center
.谷歌 	generic 	Charleston Road Registry Inc.
.భారత్ 	country-code 	National Internet Exchange of India
.ලංකා 	country-code 	LK Domain Registry
.測試 	test 	Internet Assigned Numbers Authority
.ભારત 	country-code 	National Internet Exchange of India
.भारत 	country-code 	National Internet Exchange of India
.آزمایشی 	test 	Internet Assigned Numbers Authority
.பரிட்சை 	test 	Internet Assigned Numbers Authority
.网店 	generic 	Zodiac Libra Limited
.संगठन 	generic 	Public Interest Registry
.网络 	generic 	Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）
.укр 	country-code 	Ukrainian Network Information Centre (UANIC), Inc.
.香港 	country-code 	Hong Kong Internet Registration Corporation Ltd.
.δοκιμή 	test 	Internet Assigned Numbers Authority
.إختبار 	test 	Internet Assigned Numbers Authority
.台湾 	country-code 	Taiwan Network Information Center (TWNIC)
.台灣 	country-code 	Taiwan Network Information Center (TWNIC)
.手机 	generic 	Beijing RITT-Net Technology Development Co., Ltd
.мон 	country-code 	Datacom Co.,Ltd
.الجزائر 	country-code 	CERIST
.عمان 	country-code 	Telecommunications Regulatory Authority (TRA)
.ایران 	country-code 	Institute for Research in Fundamental Sciences (IPM)
.امارات 	country-code 	Telecommunications Regulatory Authority (TRA)
.بازار 	generic 	CORE Association
.پاکستان 	country-code 	Not assigned
.الاردن 	country-code 	National Information Technology Center (NITC)
.بھارت 	country-code 	National Internet Exchange of India
.المغرب 	country-code 	Agence Nationale de Réglementation des Télécommunications (ANRT)
.السعودية 	country-code 	Communications and Information Technology Commission
.سودان 	country-code 	Not assigned
.عراق 	country-code 	Not assigned
.مليسيا 	country-code 	MYNIC Berhad
.شبكة 	generic 	International Domain Registry Pty. Ltd.
.გე 	country-code 	Information Technologies Development Center (ITDC)
.机构 	generic 	Public Interest Registry
.组织机构 	generic 	Public Interest Registry
.ไทย 	country-code 	Thai Network Information Center Foundation
.سورية 	country-code 	National Agency for Network Services (NANS)
.рус 	generic 	Rusnames Limited
.рф 	country-code 	Coordination Center for TLD RU
.تونس 	country-code 	Agence Tunisienne d'Internet
.みんな 	generic 	Charleston Road Registry Inc.
.グーグル 	generic 	Charleston Road Registry Inc.
.世界 	generic 	Stable Tone Limited
.ਭਾਰਤ 	country-code 	National Internet Exchange of India
.网址 	generic 	KNET Co., Ltd
.游戏 	generic 	Spring Fields, LLC
.vermögensberater 	generic 	Deutsche Vermögensberatung Aktiengesellschaft DVAG
.vermögensberatung 	generic 	Deutsche Vermögensberatung Aktiengesellschaft DVAG
.企业 	generic 	Dash McCook, LLC
.مصر 	country-code 	National Telecommunication Regulatory Authority - NTRA
.قطر 	country-code 	Communications Regulatory Authority
.广东 	generic 	Guangzhou YU Wei Information Technology Co., Ltd.
.இலங்கை 	country-code 	LK Domain Registry
.இந்தியா 	country-code 	National Internet Exchange of India
.հայ 	country-code 	Not assigned
.新加坡 	country-code 	Singapore Network Information Centre (SGNIC) Pte Ltd
.فلسطين 	country-code 	Ministry of Telecom & Information Technology (MTIT)
.テスト 	test 	Internet Assigned Numbers Authority
.政务 	generic 	China Organizational Name Administration Center
.xxx 	sponsored 	ICM Registry LLC
.xyz 	generic 	XYZ.COM LLC
.yachts 	generic 	DERYachts, LLC
.yandex 	generic 	YANDEX, LLC
.ye 	country-code 	TeleYemen
.yodobashi 	generic 	YODOBASHI CAMERA CO.,LTD.
.yoga 	generic 	Top Level Domain Holdings Limited
.yokohama 	generic 	GMO Registry, Inc.
.youtube 	generic 	Charleston Road Registry Inc.
.yt 	country-code 	Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
.za 	country-code 	ZA Domain Name Authority
.zip 	generic 	Charleston Road Registry Inc.
.zm 	country-code 	Zambia Information and Communications Technology Authority (ZICTA)
.zone 	generic 	Outer Falls, LLC
.zuerich 	generic 	Kanton Zürich (Canton of Zurich)
.zw 	country-code 	Postal and Telecommunications Regulatory Authority of Zimbabwe (POTRAZ)
